"","UF","NOME_MUNICIPIO"
"2731","PB","Santa Luzia"
"2732","PB","Santa Rita"
"2733","PB","Santa Teresinha"
"2734","PB","Santana de Mangueira"
"2735","PB","Santana dos Garrotes"
"2736","PB","Santo André"
"2737","PB","São Bentinho"
"2738","PB","São Bento"
"2739","PB","São Domingos"
"2740","PB","São Domingos do Cariri"
"2741","PB","São Francisco"
"2742","PB","São João do Cariri"
"2743","PB","São João do Rio do Peixe"
"2744","PB","São João do Tigre"
"2745","PB","São José da Lagoa Tapada"
"2746","PB","São José de Caiana"
"2747","PB","São José de Espinharas"
"2748","PB","São José de Piranhas"
"2749","PB","São José de Princesa"
"2750","PB","São José do Bonfim"
"2751","PB","São José do Brejo do Cruz"
"2752","PB","São José do Sabugi"
"2753","PB","São José dos Cordeiros"
"2754","PB","São José dos Ramos"
"2755","PB","São Mamede"
"2756","PB","São Miguel de Taipu"
"2757","PB","São Sebastião de Lagoa de Roça"
"2758","PB","São Sebastião do Umbuzeiro"
"2759","PB","São Vicente do Seridó"
"2760","PB","Sapé"
"2761","PB","Serra Branca"
"2762","PB","Serra da Raiz"
"2763","PB","Serra Grande"
"2764","PB","Serra Redonda"
"2765","PB","Serraria"
"2766","PB","Sertãozinho"
"2767","PB","Sobrado"
"2768","PB","Solânea"
"2769","PB","Soledade"
"2770","PB","Sossêgo"
"2771","PB","Sousa"
"2772","PB","Sumé"
"2773","PB","Tacima"
"2774","PB","Taperoá"
"2775","PB","Tavares"
"2776","PB","Teixeira"
"2777","PB","Tenório"
"2778","PB","Triunfo"
"2779","PB","Uiraúna"
"2780","PB","Umbuzeiro"
"2781","PB","Várzea"
"2782","PB","Vieirópolis"
"2783","PB","Vista Serrana"
"2784","PB","Zabelê"
"2785","PE","Abreu e Lima"
"2786","PE","Afogados da Ingazeira"
"2787","PE","Afrânio"
"2788","PE","Agrestina"
"2789","PE","Água Preta"
"2790","PE","Águas Belas"
"2791","PE","Alagoinha"
"2792","PE","Aliança"
"2793","PE","Altinho"
"2794","PE","Amaraji"
"2795","PE","Angelim"
"2796","PE","Araçoiaba"
"2797","PE","Araripina"
"2798","PE","Arcoverde"
"2799","PE","Barra de Guabiraba"
"2800","PE","Barreiros"
"2801","PE","Belém de Maria"
"2802","PE","Belém do São Francisco"
"2803","PE","Belo Jardim"
"2804","PE","Betânia"
"2805","PE","Bezerros"
"2806","PE","Bodocó"
"2807","PE","Bom Conselho"
"2808","PE","Bom Jardim"
"2809","PE","Bonito"
"2810","PE","Brejão"
"2811","PE","Brejinho"
"2812","PE","Brejo da Madre de Deus"
"2813","PE","Buenos Aires"
"2814","PE","Buíque"
"2815","PE","Cabo de Santo Agostinho"
"2816","PE","Cabrobó"
"2817","PE","Cachoeirinha"
"2818","PE","Caetés"
"2819","PE","Calçado"
"2820","PE","Calumbi"
"2821","PE","Camaragibe"
"2822","PE","Camocim de São Félix"
"2823","PE","Camutanga"
"2824","PE","Canhotinho"
"2825","PE","Capoeiras"
"2826","PE","Carnaíba"
"2827","PE","Carnaubeira da Penha"
"2828","PE","Carpina"
"2829","PE","Caruaru"
"2830","PE","Casinhas"
"2831","PE","Catende"
"2832","PE","Cedro"
"2833","PE","Chã de Alegria"
"2834","PE","Chã Grande"
"2835","PE","Condado"
"2836","PE","Correntes"
"2837","PE","Cortês"
"2838","PE","Cumaru"
"2839","PE","Cupira"
"2840","PE","Custódia"
"2841","PE","Dormentes"
"2842","PE","Escada"
"2843","PE","Exu"
"2844","PE","Feira Nova"
"2845","PE","Ferreiros"
"2846","PE","Flores"
"2847","PE","Floresta"
"2848","PE","Frei Miguelinho"
"2849","PE","Gameleira"
"2850","PE","Garanhuns"
"2851","PE","Glória do Goitá"
"2852","PE","Goiana"
"2853","PE","Granito"
"2854","PE","Gravatá"
"2855","PE","Iati"
"2856","PE","Ibimirim"
"2857","PE","Ibirajuba"
"2858","PE","Igarassu"
"2859","PE","Iguaracy"
"2860","PE","Ilha de Itamaracá"
"2861","PE","Inajá"
"2862","PE","Ingazeira"
"2863","PE","Ipojuca"
"2864","PE","Ipubi"
"2865","PE","Itacuruba"
"2866","PE","Itaíba"
"2867","PE","Itambé"
"2868","PE","Itapetim"
"2869","PE","Itapissuma"
"2870","PE","Itaquitinga"
"2871","PE","Jaboatão dos Guararapes"
"2872","PE","Jaqueira"
"2873","PE","Jataúba"
"2874","PE","Jatobá"
"2875","PE","João Alfredo"
"2876","PE","Joaquim Nabuco"
"2877","PE","Jucati"
"2878","PE","Jupi"
"2879","PE","Jurema"
"2880","PE","Lagoa de Itaenga"
"2881","PE","Lagoa do Carro"
"2882","PE","Lagoa do Ouro"
"2883","PE","Lagoa dos Gatos"
"2884","PE","Lagoa Grande"
"2885","PE","Lajedo"
"2886","PE","Limoeiro"
"2887","PE","Macaparana"
"2888","PE","Machados"
"2889","PE","Manari"
"2890","PE","Maraial"
"2891","PE","Mirandiba"
"2892","PE","Moreilândia"
"2893","PE","Moreno"
"2894","PE","Nazaré da Mata"
"2895","PE","Olinda"
"2896","PE","Orobó"
"2897","PE","Orocó"
"2898","PE","Ouricuri"
"2899","PE","Palmares"
"2900","PE","Palmeirina"
"2901","PE","Panelas"
"2902","PE","Paranatama"
"2903","PE","Parnamirim"
"2904","PE","Passira"
"2905","PE","Paudalho"
"2906","PE","Paulista"
"2907","PE","Pedra"
"2908","PE","Pesqueira"
"2909","PE","Petrolândia"
"2910","PE","Petrolina"
"2911","PE","Poção"
"2912","PE","Pombos"
"2913","PE","Primavera"
"2914","PE","Quipapá"
"2915","PE","Quixaba"
"2916","PE","Recife"
"2917","PE","Riacho das Almas"
"2918","PE","Ribeirão"
"2919","PE","Rio Formoso"
"2920","PE","Sairé"
"2921","PE","Salgadinho"
"2922","PE","Salgueiro"
"2923","PE","Saloá"
"2924","PE","Sanharó"
"2925","PE","Santa Cruz"
"2926","PE","Santa Cruz da Baixa Verde"
"2927","PE","Santa Cruz do Capibaribe"
"2928","PE","Santa Filomena"
"2929","PE","Santa Maria da Boa Vista"
"2930","PE","Santa Maria do Cambucá"
"2931","PE","Santa Terezinha"
"2932","PE","São Benedito do Sul"
"2933","PE","São Bento do Una"
"2934","PE","São Caitano"
"2935","PE","São João"
"2936","PE","São Joaquim do Monte"
"2937","PE","São José da Coroa Grande"
"2938","PE","São José do Belmonte"
"2939","PE","São José do Egito"
"2940","PE","São Lourenço da Mata"
"2941","PE","São Vicente Ferrer"
"2942","PE","Serra Talhada"
"2943","PE","Serrita"
"2944","PE","Sertânia"
"2945","PE","Sirinhaém"
"2946","PE","Solidão"
"2947","PE","Surubim"
"2948","PE","Tabira"
"2949","PE","Tacaimbó"
"2950","PE","Tacaratu"
"2951","PE","Tamandaré"
"2952","PE","Taquaritinga do Norte"
"2953","PE","Terezinha"
"2954","PE","Terra Nova"
"2955","PE","Timbaúba"
"2956","PE","Toritama"
"2957","PE","Tracunhaém"
"2958","PE","Trindade"
"2959","PE","Triunfo"
"2960","PE","Tupanatinga"
"2961","PE","Tuparetama"
"2962","PE","Venturosa"
"2963","PE","Verdejante"
"2964","PE","Vertente do Lério"
"2965","PE","Vertentes"
"2966","PE","Vicência"
"2967","PE","Vitória de Santo Antão"
"2968","PE","Xexéu"
"2969","PI","Acauã"
"2970","PI","Agricolândia"
"2971","PI","Água Branca"
"2972","PI","Alagoinha do Piauí"
"2973","PI","Alegrete do Piauí"
"2974","PI","Alto Longá"
"2975","PI","Altos"
"2976","PI","Alvorada do Gurguéia"
"2977","PI","Amarante"
"2978","PI","Angical do Piauí"
"2979","PI","Anísio de Abreu"
"2980","PI","Antônio Almeida"
"2981","PI","Aroazes"
"2982","PI","Aroeiras do Itaim"
"2983","PI","Arraial"
"2984","PI","Assunção do Piauí"
"2985","PI","Avelino Lopes"
"2986","PI","Baixa Grande do Ribeiro"
"2987","PI","Barra D'Alcântara"
"2988","PI","Barras"
"2989","PI","Barreiras do Piauí"
"2990","PI","Barro Duro"
"2991","PI","Batalha"
"2992","PI","Bela Vista do Piauí"
"2993","PI","Belém do Piauí"
"2994","PI","Beneditinos"
"2995","PI","Bertolínia"
"2996","PI","Betânia do Piauí"
"2997","PI","Boa Hora"
"2998","PI","Bocaina"
"2999","PI","Bom Jesus"
"3000","PI","Bom Princípio do Piauí"
"3001","PI","Bonfim do Piauí"
"3002","PI","Boqueirão do Piauí"
"3003","PI","Brasileira"
"3004","PI","Brejo do Piauí"
"3005","PI","Buriti dos Lopes"
"3006","PI","Buriti dos Montes"
"3007","PI","Cabeceiras do Piauí"
"3008","PI","Cajazeiras do Piauí"
"3009","PI","Cajueiro da Praia"
"3010","PI","Caldeirão Grande do Piauí"
"3011","PI","Campinas do Piauí"
"3012","PI","Campo Alegre do Fidalgo"
"3013","PI","Campo Grande do Piauí"
"3014","PI","Campo Largo do Piauí"
"3015","PI","Campo Maior"
"3016","PI","Canavieira"
"3017","PI","Canto do Buriti"
"3018","PI","Capitão de Campos"
"3019","PI","Capitão Gervásio Oliveira"
"3020","PI","Caracol"
"3021","PI","Caraúbas do Piauí"
"3022","PI","Caridade do Piauí"
"3023","PI","Castelo do Piauí"
"3024","PI","Caxingó"
"3025","PI","Cocal"
"3026","PI","Cocal de Telha"
"3027","PI","Cocal dos Alves"
"3028","PI","Coivaras"
"3029","PI","Colônia do Gurguéia"
"3030","PI","Colônia do Piauí"
"3031","PI","Conceição do Canindé"
"3032","PI","Coronel José Dias"
"3033","PI","Corrente"
"3034","PI","Cristalândia do Piauí"
"3035","PI","Cristino Castro"
"3036","PI","Curimatá"
"3037","PI","Currais"
"3038","PI","Curral Novo do Piauí"
"3039","PI","Curralinhos"
"3040","PI","Demerval Lobão"
"3041","PI","Dirceu Arcoverde"
"3042","PI","Dom Expedito Lopes"
"3043","PI","Dom Inocêncio"
"3044","PI","Domingos Mourão"
"3045","PI","Elesbão Veloso"
"3046","PI","Eliseu Martins"
"3047","PI","Esperantina"
"3048","PI","Fartura do Piauí"
"3049","PI","Flores do Piauí"
"3050","PI","Floresta do Piauí"
"3051","PI","Floriano"
"3052","PI","Francinópolis"
"3053","PI","Francisco Ayres"
"3054","PI","Francisco Macedo"
"3055","PI","Francisco Santos"
"3056","PI","Fronteiras"
"3057","PI","Geminiano"
"3058","PI","Gilbués"
"3059","PI","Guadalupe"
"3060","PI","Guaribas"
"3061","PI","Hugo Napoleão"
"3062","PI","Ilha Grande"
"3063","PI","Inhuma"
"3064","PI","Ipiranga do Piauí"
"3065","PI","Isaías Coelho"
"3066","PI","Itainópolis"
"3067","PI","Itaueira"
"3068","PI","Jacobina do Piauí"
"3069","PI","Jaicós"
"3070","PI","Jardim do Mulato"
"3071","PI","Jatobá do Piauí"
"3072","PI","Jerumenha"
"3073","PI","João Costa"
"3074","PI","Joaquim Pires"
"3075","PI","Joca Marques"
"3076","PI","José de Freitas"
"3077","PI","Juazeiro do Piauí"
"3078","PI","Júlio Borges"
"3079","PI","Jurema"
"3080","PI","Lagoa Alegre"
"3081","PI","Lagoa de São Francisco"
"3082","PI","Lagoa do Barro do Piauí"
"3083","PI","Lagoa do Piauí"
"3084","PI","Lagoa do Sítio"
"3085","PI","Lagoinha do Piauí"
"3086","PI","Landri Sales"
"3087","PI","Luís Correia"
"3088","PI","Luzilândia"
"3089","PI","Madeiro"
"3090","PI","Manoel Emídio"
"3091","PI","Marcolândia"
"3092","PI","Marcos Parente"
"3093","PI","Massapê do Piauí"
"3094","PI","Matias Olímpio"
"3095","PI","Miguel Alves"
"3096","PI","Miguel Leão"
"3097","PI","Milton Brandão"
"3098","PI","Monsenhor Gil"
"3099","PI","Monsenhor Hipólito"
"3100","PI","Monte Alegre do Piauí"
"3101","PI","Morro Cabeça no Tempo"
"3102","PI","Morro do Chapéu do Piauí"
"3103","PI","Murici dos Portelas"
"3104","PI","Nazaré do Piauí"
"3105","PI","Nazária"
"3106","PI","Nossa Senhora de Nazaré"
"3107","PI","Nossa Senhora dos Remédios"
"3108","PI","Nova Santa Rita"
"3109","PI","Novo Oriente do Piauí"
"3110","PI","Novo Santo Antônio"
"3111","PI","Oeiras"
"3112","PI","Olho D'Água do Piauí"
"3113","PI","Padre Marcos"
"3114","PI","Paes Landim"
"3115","PI","Pajeú do Piauí"
"3116","PI","Palmeira do Piauí"
"3117","PI","Palmeirais"
"3118","PI","Paquetá"
"3119","PI","Parnaguá"
"3120","PI","Parnaíba"
"3121","PI","Passagem Franca do Piauí"
"3122","PI","Patos do Piauí"
"3123","PI","Pau D'Arco do Piauí"
"3124","PI","Paulistana"
"3125","PI","Pavussu"
"3126","PI","Pedro II"
"3127","PI","Pedro Laurentino"
"3128","PI","Picos"
"3129","PI","Pimenteiras"
"3130","PI","Pio IX"
"3131","PI","Piracuruca"
"3132","PI","Piripiri"
"3133","PI","Porto"
"3134","PI","Porto Alegre do Piauí"
"3135","PI","Prata do Piauí"
"3136","PI","Queimada Nova"
"3137","PI","Redenção do Gurguéia"
"3138","PI","Regeneração"
"3139","PI","Riacho Frio"
"3140","PI","Ribeira do Piauí"
"3141","PI","Ribeiro Gonçalves"
"3142","PI","Rio Grande do Piauí"
"3143","PI","Santa Cruz do Piauí"
"3144","PI","Santa Cruz dos Milagres"
"3145","PI","Santa Filomena"
"3146","PI","Santa Luz"
"3147","PI","Santa Rosa do Piauí"
"3148","PI","Santana do Piauí"
"3149","PI","Santo Antônio de Lisboa"
"3150","PI","Santo Antônio dos Milagres"
"3151","PI","Santo Inácio do Piauí"
"3152","PI","São Braz do Piauí"
"3153","PI","São Félix do Piauí"
"3154","PI","São Francisco de Assis do Piauí"
"3155","PI","São Francisco do Piauí"
"3156","PI","São Gonçalo do Gurguéia"
"3157","PI","São Gonçalo do Piauí"
"3158","PI","São João da Canabrava"
"3159","PI","São João da Fronteira"
"3160","PI","São João da Serra"
"3161","PI","São João da Varjota"
"3162","PI","São João do Arraial"
"3163","PI","São João do Piauí"
"3164","PI","São José do Divino"
"3165","PI","São José do Peixe"
"3166","PI","São José do Piauí"
"3167","PI","São Julião"
"3168","PI","São Lourenço do Piauí"
"3169","PI","São Luis do Piauí"
"3170","PI","São Miguel da Baixa Grande"
"3171","PI","São Miguel do Fidalgo"
"3172","PI","São Miguel do Tapuio"
"3173","PI","São Pedro do Piauí"
"3174","PI","São Raimundo Nonato"
"3175","PI","Sebastião Barros"
"3176","PI","Sebastião Leal"
"3177","PI","Sigefredo Pacheco"
"3178","PI","Simões"
"3179","PI","Simplício Mendes"
"3180","PI","Socorro do Piauí"
"3181","PI","Sussuapara"
"3182","PI","Tamboril do Piauí"
"3183","PI","Tanque do Piauí"
"3184","PI","Teresina"
"3185","PI","União"
"3186","PI","Uruçuí"
"3187","PI","Valença do Piauí"
"3188","PI","Várzea Branca"
"3189","PI","Várzea Grande"
"3190","PI","Vera Mendes"
"3191","PI","Vila Nova do Piauí"
"3192","PI","Wall Ferraz"
"3193","PR","Abatiá"
"3194","PR","Adrianópolis"
"3195","PR","Agudos do Sul"
"3196","PR","Almirante Tamandaré"
"3197","PR","Altamira do Paraná"
"3198","PR","Alto Paraíso"
"3199","PR","Alto Paraná"
"3200","PR","Alto Piquiri"
"3201","PR","Altônia"
"3202","PR","Alvorada do Sul"
"3203","PR","Amaporã"
"3204","PR","Ampére"
"3205","PR","Anahy"
"3206","PR","Andirá"
"3207","PR","Ângulo"
"3208","PR","Antonina"
"3209","PR","Antônio Olinto"
"3210","PR","Apucarana"
"3211","PR","Arapongas"
"3212","PR","Arapoti"
"3213","PR","Arapuã"
"3214","PR","Araruna"
"3215","PR","Araucária"
"3216","PR","Ariranha do Ivaí"
"3217","PR","Assaí"
"3218","PR","Assis Chateaubriand"
"3219","PR","Astorga"
"3220","PR","Atalaia"
"3221","PR","Balsa Nova"
"3222","PR","Bandeirantes"
"3223","PR","Barbosa Ferraz"
"3224","PR","Barra do Jacaré"
"3225","PR","Barracão"
"3226","PR","Bela Vista da Caroba"
"3227","PR","Bela Vista do Paraíso"
"3228","PR","Bituruna"
"3229","PR","Boa Esperança"
"3230","PR","Boa Esperança do Iguaçu"
"3231","PR","Boa Ventura de São Roque"
"3232","PR","Boa Vista da Aparecida"
"3233","PR","Bocaiúva do Sul"
"3234","PR","Bom Jesus do Sul"
"3235","PR","Bom Sucesso"
"3236","PR","Bom Sucesso do Sul"
"3237","PR","Borrazópolis"
"3238","PR","Braganey"
"3239","PR","Brasilândia do Sul"
"3240","PR","Cafeara"
"3241","PR","Cafelândia"
"3242","PR","Cafezal do Sul"
"3243","PR","Califórnia"
"3244","PR","Cambará"
"3245","PR","Cambé"
"3246","PR","Cambira"
"3247","PR","Campina da Lagoa"
"3248","PR","Campina do Simão"
"3249","PR","Campina Grande do Sul"
"3250","PR","Campo Bonito"
"3251","PR","Campo do Tenente"
"3252","PR","Campo Largo"
"3253","PR","Campo Magro"
"3254","PR","Campo Mourão"
"3255","PR","Cândido de Abreu"
"3256","PR","Candói"
"3257","PR","Cantagalo"
"3258","PR","Capanema"
"3259","PR","Capitão Leônidas Marques"
"3260","PR","Carambeí"
"3261","PR","Carlópolis"
"3262","PR","Cascavel"
"3263","PR","Castro"
"3264","PR","Catanduvas"
"3265","PR","Centenário do Sul"
"3266","PR","Cerro Azul"
"3267","PR","Céu Azul"
"3268","PR","Chopinzinho"
"3269","PR","Cianorte"
"3270","PR","Cidade Gaúcha"
"3271","PR","Clevelândia"
"3272","PR","Colombo"
"3273","PR","Colorado"
"3274","PR","Congonhinhas"
"3275","PR","Conselheiro Mairinck"
"3276","PR","Contenda"
"3277","PR","Corbélia"
"3278","PR","Cornélio Procópio"
"3279","PR","Coronel Domingos Soares"
"3280","PR","Coronel Vivida"
"3281","PR","Corumbataí do Sul"
"3282","PR","Cruz Machado"
"3283","PR","Cruzeiro do Iguaçu"
"3284","PR","Cruzeiro do Oeste"
"3285","PR","Cruzeiro do Sul"
"3286","PR","Cruzmaltina"
"3287","PR","Curitiba"
"3288","PR","Curiúva"
"3289","PR","Diamante D'Oeste"
"3290","PR","Diamante do Norte"
"3291","PR","Diamante do Sul"
"3292","PR","Dois Vizinhos"
"3293","PR","Douradina"
"3294","PR","Doutor Camargo"
"3295","PR","Doutor Ulysses"
"3296","PR","Enéas Marques"
"3297","PR","Engenheiro Beltrão"
"3298","PR","Entre Rios do Oeste"
"3299","PR","Esperança Nova"
"3300","PR","Espigão Alto do Iguaçu"
"3301","PR","Farol"
"3302","PR","Faxinal"
"3303","PR","Fazenda Rio Grande"
"3304","PR","Fênix"
"3305","PR","Fernandes Pinheiro"
"3306","PR","Figueira"
"3307","PR","Flor da Serra do Sul"
"3308","PR","Floraí"
"3309","PR","Floresta"
"3310","PR","Florestópolis"
"3311","PR","Flórida"
"3312","PR","Formosa do Oeste"
"3313","PR","Foz do Iguaçu"
"3314","PR","Foz do Jordão"
"3315","PR","Francisco Alves"
"3316","PR","Francisco Beltrão"
"3317","PR","General Carneiro"
"3318","PR","Godoy Moreira"
"3319","PR","Goioerê"
"3320","PR","Goioxim"
"3321","PR","Grandes Rios"
"3322","PR","Guaíra"
"3323","PR","Guairaçá"
"3324","PR","Guamiranga"
"3325","PR","Guapirama"
"3326","PR","Guaporema"
"3327","PR","Guaraci"
"3328","PR","Guaraniaçu"
"3329","PR","Guarapuava"
"3330","PR","Guaraqueçaba"
"3331","PR","Guaratuba"
"3332","PR","Honório Serpa"
"3333","PR","Ibaiti"
"3334","PR","Ibema"
"3335","PR","Ibiporã"
"3336","PR","Icaraíma"
"3337","PR","Iguaraçu"
"3338","PR","Iguatu"
"3339","PR","Imbaú"
"3340","PR","Imbituva"
"3341","PR","Inácio Martins"
"3342","PR","Inajá"
"3343","PR","Indianópolis"
"3344","PR","Ipiranga"
"3345","PR","Iporã"
"3346","PR","Iracema do Oeste"
"3347","PR","Irati"
"3348","PR","Iretama"
"3349","PR","Itaguajé"
"3350","PR","Itaipulândia"
"3351","PR","Itambaracá"
"3352","PR","Itambé"
"3353","PR","Itapejara d'Oeste"
"3354","PR","Itaperuçu"
"3355","PR","Itaúna do Sul"
"3356","PR","Ivaí"
"3357","PR","Ivaiporã"
"3358","PR","Ivaté"
"3359","PR","Ivatuba"
"3360","PR","Jaboti"
"3361","PR","Jacarezinho"
"3362","PR","Jaguapitã"
"3363","PR","Jaguariaíva"
"3364","PR","Jandaia do Sul"
"3365","PR","Janiópolis"
"3366","PR","Japira"
"3367","PR","Japurá"
"3368","PR","Jardim Alegre"
"3369","PR","Jardim Olinda"
"3370","PR","Jataizinho"
"3371","PR","Jesuítas"
"3372","PR","Joaquim Távora"
"3373","PR","Jundiaí do Sul"
"3374","PR","Juranda"
"3375","PR","Jussara"
"3376","PR","Kaloré"
"3377","PR","Lapa"
"3378","PR","Laranjal"
"3379","PR","Laranjeiras do Sul"
"3380","PR","Leópolis"
"3381","PR","Lidianópolis"
"3382","PR","Lindoeste"
"3383","PR","Loanda"
"3384","PR","Lobato"
"3385","PR","Londrina"
"3386","PR","Luiziana"
"3387","PR","Lunardelli"
"3388","PR","Lupionópolis"
"3389","PR","Mallet"
"3390","PR","Mamborê"
"3391","PR","Mandaguaçu"
"3392","PR","Mandaguari"
"3393","PR","Mandirituba"
"3394","PR","Manfrinópolis"
"3395","PR","Mangueirinha"
"3396","PR","Manoel Ribas"
"3397","PR","Marechal Cândido Rondon"
"3398","PR","Maria Helena"
"3399","PR","Marialva"
"3400","PR","Marilândia do Sul"
"3401","PR","Marilena"
"3402","PR","Mariluz"
"3403","PR","Maringá"
"3404","PR","Mariópolis"
"3405","PR","Maripá"
"3406","PR","Marmeleiro"
"3407","PR","Marquinho"
"3408","PR","Marumbi"
"3409","PR","Matelândia"
"3410","PR","Matinhos"
"3411","PR","Mato Rico"
"3412","PR","Mauá da Serra"
"3413","PR","Medianeira"
"3414","PR","Mercedes"
"3415","PR","Mirador"
"3416","PR","Miraselva"
"3417","PR","Missal"
"3418","PR","Moreira Sales"
"3419","PR","Morretes"
"3420","PR","Munhoz de Melo"
"3421","PR","Nossa Senhora das Graças"
"3422","PR","Nova Aliança do Ivaí"
"3423","PR","Nova América da Colina"
"3424","PR","Nova Aurora"
"3425","PR","Nova Cantu"
"3426","PR","Nova Esperança"
"3427","PR","Nova Esperança do Sudoeste"
"3428","PR","Nova Fátima"
"3429","PR","Nova Laranjeiras"
"3430","PR","Nova Londrina"
"3431","PR","Nova Olímpia"
"3432","PR","Nova Prata do Iguaçu"
"3433","PR","Nova Santa Bárbara"
"3434","PR","Nova Santa Rosa"
"3435","PR","Nova Tebas"
"3436","PR","Novo Itacolomi"
"3437","PR","Ortigueira"
"3438","PR","Ourizona"
"3439","PR","Ouro Verde do Oeste"
"3440","PR","Paiçandu"
"3441","PR","Palmas"
"3442","PR","Palmeira"
"3443","PR","Palmital"
"3444","PR","Palotina"
"3445","PR","Paraíso do Norte"
"3446","PR","Paranacity"
"3447","PR","Paranaguá"
"3448","PR","Paranapoema"
"3449","PR","Paranavaí"
"3450","PR","Pato Bragado"
"3451","PR","Pato Branco"
"3452","PR","Paula Freitas"
"3453","PR","Paulo Frontin"
"3454","PR","Peabiru"
"3455","PR","Perobal"
"3456","PR","Pérola"
"3457","PR","Pérola d'Oeste"
"3458","PR","Piên"
"3459","PR","Pinhais"
"3460","PR","Pinhal de São Bento"
"3461","PR","Pinhalão"
"3462","PR","Pinhão"
"3463","PR","Piraí do Sul"
"3464","PR","Piraquara"
"3465","PR","Pitanga"
"3466","PR","Pitangueiras"
"3467","PR","Planaltina do Paraná"
"3468","PR","Planalto"
"3469","PR","Ponta Grossa"
"3470","PR","Pontal do Paraná"
"3471","PR","Porecatu"
"3472","PR","Porto Amazonas"
"3473","PR","Porto Barreiro"
"3474","PR","Porto Rico"
"3475","PR","Porto Vitória"
"3476","PR","Prado Ferreira"
"3477","PR","Pranchita"
"3478","PR","Presidente Castelo Branco"
"3479","PR","Primeiro de Maio"
"3480","PR","Prudentópolis"
"3481","PR","Quarto Centenário"
"3482","PR","Quatiguá"
"3483","PR","Quatro Barras"
"3484","PR","Quatro Pontes"
"3485","PR","Quedas do Iguaçu"
"3486","PR","Querência do Norte"
"3487","PR","Quinta do Sol"
"3488","PR","Quitandinha"
"3489","PR","Ramilândia"
"3490","PR","Rancho Alegre"
"3491","PR","Rancho Alegre D'Oeste"
"3492","PR","Realeza"
"3493","PR","Rebouças"
"3494","PR","Renascença"
"3495","PR","Reserva"
"3496","PR","Reserva do Iguaçu"
"3497","PR","Ribeirão Claro"
"3498","PR","Ribeirão do Pinhal"
"3499","PR","Rio Azul"
"3500","PR","Rio Bom"
"3501","PR","Rio Bonito do Iguaçu"
"3502","PR","Rio Branco do Ivaí"
"3503","PR","Rio Branco do Sul"
"3504","PR","Rio Negro"
"3505","PR","Rolândia"
"3506","PR","Roncador"
"3507","PR","Rondon"
"3508","PR","Rosário do Ivaí"
"3509","PR","Sabáudia"
"3510","PR","Salgado Filho"
"3511","PR","Salto do Itararé"
"3512","PR","Salto do Lontra"
"3513","PR","Santa Amélia"
"3514","PR","Santa Cecília do Pavão"
"3515","PR","Santa Cruz de Monte Castelo"
"3516","PR","Santa Fé"
"3517","PR","Santa Helena"
"3518","PR","Santa Inês"
"3519","PR","Santa Isabel do Ivaí"
"3520","PR","Santa Izabel do Oeste"
"3521","PR","Santa Lúcia"
"3522","PR","Santa Maria do Oeste"
"3523","PR","Santa Mariana"
"3524","PR","Santa Mônica"
"3525","PR","Santa Tereza do Oeste"
"3526","PR","Santa Terezinha de Itaipu"
"3527","PR","Santana do Itararé"
"3528","PR","Santo Antônio da Platina"
"3529","PR","Santo Antônio do Caiuá"
"3530","PR","Santo Antônio do Paraíso"
"3531","PR","Santo Antônio do Sudoeste"
"3532","PR","Santo Inácio"
"3533","PR","São Carlos do Ivaí"
"3534","PR","São Jerônimo da Serra"
"3535","PR","São João"
"3536","PR","São João do Caiuá"
"3537","PR","São João do Ivaí"
"3538","PR","São João do Triunfo"
"3539","PR","São Jorge d'Oeste"
"3540","PR","São Jorge do Ivaí"
"3541","PR","São Jorge do Patrocínio"
"3542","PR","São José da Boa Vista"
"3543","PR","São José das Palmeiras"
"3544","PR","São José dos Pinhais"
"3545","PR","São Manoel do Paraná"
"3546","PR","São Mateus do Sul"
"3547","PR","São Miguel do Iguaçu"
"3548","PR","São Pedro do Iguaçu"
"3549","PR","São Pedro do Ivaí"
"3550","PR","São Pedro do Paraná"
"3551","PR","São Sebastião da Amoreira"
"3552","PR","São Tomé"
"3553","PR","Sapopema"
"3554","PR","Sarandi"
"3555","PR","Saudade do Iguaçu"
"3556","PR","Sengés"
"3557","PR","Serranópolis do Iguaçu"
"3558","PR","Sertaneja"
"3559","PR","Sertanópolis"
"3560","PR","Siqueira Campos"
"3561","PR","Sulina"
"3562","PR","Tamarana"
"3563","PR","Tamboara"
"3564","PR","Tapejara"
"3565","PR","Tapira"
"3566","PR","Teixeira Soares"
"3567","PR","Telêmaco Borba"
"3568","PR","Terra Boa"
"3569","PR","Terra Rica"
"3570","PR","Terra Roxa"
"3571","PR","Tibagi"
"3572","PR","Tijucas do Sul"
"3573","PR","Toledo"
"3574","PR","Tomazina"
"3575","PR","Três Barras do Paraná"
"3576","PR","Tunas do Paraná"
"3577","PR","Tuneiras do Oeste"
"3578","PR","Tupãssi"
"3579","PR","Turvo"
"3580","PR","Ubiratã"
"3581","PR","Umuarama"
"3582","PR","União da Vitória"
"3583","PR","Uniflor"
"3584","PR","Uraí"
"3585","PR","Ventania"
"3586","PR","Vera Cruz do Oeste"
"3587","PR","Verê"
"3588","PR","Virmond"
"3589","PR","Vitorino"
"3590","PR","Wenceslau Braz"
"3591","PR","Xambrê"
"3592","RJ","Angra dos Reis"
"3593","RJ","Aperibé"
"3594","RJ","Araruama"
"3595","RJ","Areal"
